id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
520,36,1,1,2,6,Against (I feel negatively about the vaccines),Full-Time,Republican,4,253.979,"I don't have an educated opinion on them one way or another. Other people can get them if they want, but I currently don't have a reason to. I've not looked into it anymore than that.",5,1,5,0,5,1,3,0,2,0,5,0,3,1,3,0,4,0,3,0,5,1,7,4,4,5,5,5,1,1,1,3,1,4,1,1,1,3,2,2,4,5,3,41,31,59,38,2,2,4,5,5,5,5,5,5,0,Republican,"[""I currently don't have a reason to.""]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
521,29,1,12,5,5,Against (I feel negatively about the vaccines),Full-Time,Independent,1,158.592,"I think they way they did it was just morally wrong. If people want to get vaccinated, I think it should be their decision but not forced on anyone who does not want it, especially at the threat of their jobs. I think also the lack of human trials before they were released were a fine reason to be hesitant to take it. Natural immunity/Anti-virals were also helpful and were not talked about as much with all the institutions saying the same Narrative to help the pharmaceutical companies profit.",7,1,4,0,4,0,7,1,1,0,2,0,5,1,4,0,4,0,4,0,7,1,9,6,10,1,1,1,3,3,3,5,5,5,3,3,3,1,4,2,5,5,4,50,50,50,50,7,7,7,5,5,5,1,1,1,0,Other,"['they way they did it was just morally wrong.', 'If people want to get vaccinated, I think it should be their decision but not forced on anyone who does not want it, especially at the threat of their jobs.', 'the lack of human trials before they were released', 'Natural immunity/Anti-virals were also helpful and were not talked about as much', 'all the institutions saying the same Narrative to help the pharmaceutical companies profit.']",1,1,0,0,1,0,1,0,0,1,0,5,5,1,1,0,0,1,0,1,0,0,1,0,2
522,43,2,1,6,9,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,2,611.279,"I feel negatively towards vaccination because I have family that have died as a result to being vaccinated. Others that I know have still been extremely sick and had to be hospitalized even after being vaccinated. One family member had a stroke due to being vaccinated and though they did recover due to great medical personnel, this might not have happened if she had not been vaccinated.
I have not seen any negative issues from those that have not been vaccinated. Though I do know some that weren't vaccinated but still were sick they did not have any complications with the illness and remain in good health after getting over being sick. 
Though I realize that not everyone has the same reactions towards being vaccinated as  others, what I have seen through my own family having problems with getting the vaccine and afterwards, I do not think that the chance of what can happen from the vaccine is worth taking it.",6,1,7,0,6,1,5,0,2,0,4,0,3,0,4,1,3,0,4,0,6,0,8,6,8,2,2,3,3,5,3,5,5,4,5,3,3,3,2,3,4,3,1,39,40,84,84,5,4,5,1,1,1,2,5,5,0,Republican,"['what I have seen through my own family having problems with getting the vaccine and afterwards, I do not think that the chance of what can happen from the vaccine is worth taking it.', 'I have not seen any negative issues from those that have not been vaccinated.', 'One family member had a stroke due to being vaccinated and though they did recover due to great medical personnel, this might not have happened if she had not been vaccinated.', 'Others that I know have still been extremely sick and had to be hospitalized even after being vaccinated.', 'I have family that have died as a result to being vaccinated.', ""Though I do know some that weren't vaccinated but still were sick they did not have any complications with the illness and remain in good health after getting over being sick.""]",0,0,0,0,0,2,3,0,6,0,0,6,3,0,0,0,0,0,1,1,0,1,0,0,1
524,26,1,1,6,6,Against (I feel negatively about the vaccines),Full-Time,Independent,3,359.206,"I feel like vaccines are a good idea overall, although do not like how it became a political issue. I used to be very positive about vaccines but ultimately feel like individuals should have the right to choose what they want to do with their body; and not feel pressured for refusing something like that! Personally, I trust the science and do you like my overall sentiments about the vaccines is slightly negative because of what happens during covid. A lot of people that I know including myself ended up taking the first two shots and to be completely honest my body does not react well to the vaccine. For that reason, I don't think everyone should feel pressured or get judged for not wanting to go through the side effects especially when you are not a high risk individual.",5,0,5,0,5,1,2,1,1,0,3,0,4,1,6,1,6,0,5,0,5,1,7,8,11,3,2,5,4,2,5,3,3,2,4,3,2,4,3,3,4,2,3,70,64,79,69,5,6,7,5,4,4,2,4,5,0,Other,"['do not like how it became a political issue.', 'individuals should have the right to choose what they want to do with their body; and not feel pressured for refusing something like that!', 'my body does not react well to the vaccine.', ""I don't think everyone should feel pressured or get judged for not wanting to go through the side effects especially when you are not a high risk individual.""]",0,0,0,0,0,1,1,0,1,2,2,4,5,0,0,0,0,0,1,1,0,1,1,1,1
525,18,1,1,2,7,Against (I feel negatively about the vaccines),Part-Time,Independent,5,141.171,"When it comes to vaccines most of them I feel positive about. the flu, polio, meningitis vaccine, etc, have been extremely effective and have basically eradicated those diseases. The COVID vaccine on the other hand I feel isn't very effective and hasn't been tested enough. despite my dislike of the covid vaccine, I feel the other 99% of vaccines are extremely effective and definitely worth taking.",4,1,3,0,2,0,5,1,3,0,4,0,3,1,2,1,4,0,5,1,5,1,8,6,7,3,4,4,3,4,2,4,5,3,5,4,4,3,2,1,5,3,3,60,55,75,15,5,5,6,4,3,3,2,4,4,0,Other,"[""The COVID vaccine on the other hand I feel isn't very effective and hasn't been tested enough.""]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
526,35,2,1,5,8,Against (I feel negatively about the vaccines),Full-Time,Republican,2,359.095,"I feel negative about vaccinations because I feel like there are ulterior motives to the science behind them. Recently with COVID-19, this ""horrific virus"" was rolled out pretty quickly, and determined to be a pandemic, WHY? Most of the people I know who were hospitalized or passed away were vaccinated, and now people are just dying from Sudden Adult Syndrome... 

When I had my first daughter (11 now), they didn't explain ANYTHING to me. They didn't ask me if I wanted to vaccinate her, they told me I needed to. I was young, and definitely naÃ¯ve. I wish that I wouldn't have done it, because I believe that's why she has a lot of her personality issues. 

I think some vaccinations are not as bad as others, but it's too risky. I know the pharmaceutical industry cares ONLY about money, as well as politicians and everyone ""on top."" Truly I don't think any of them have us as humans' best interest at heart. People are typically out for themselves, and if they see a way to scare us into lining their pockets, they'll take it.",7,1,7,0,7,0,7,0,4,0,6,0,7,1,7,0,4,0,7,0,7,0,11,10,11,4,5,5,5,3,4,5,5,5,4,3,2,2,3,2,4,1,3,25,25,100,81,7,7,7,5,2,5,2,4,4,0,Republican,"[""People are typically out for themselves, and if they see a way to scare us into lining their pockets, they'll take it."", 'the pharmaceutical industry cares ONLY about money, as well as politicians and everyone ""on top."" Truly I don\'t think any of them have us as humans\' best interest at heart.', ""it's too risky."", 'now people are just dying from Sudden Adult Syndrome.', ""When I had my first daughter (11 now), they didn't explain ANYTHING to me. They didn't ask me if I wanted to vaccinate her, they told me I needed to."", ""I wish that I wouldn't have done it, because I believe that's why she has a lot of her personality issues."", 'there are ulterior motives to the science behind them.', 'with COVID-19, this ""horrific virus"" was rolled out pretty quickly, and determined to be a pandemic, WHY?', 'Most of the people I know who were hospitalized or passed away were vaccinated,']",1,5,1,0,0,0,1,0,2,1,0,9,6,1,1,1,0,0,0,1,0,1,1,0,1
527,62,2,2,4,6,Against (I feel negatively about the vaccines),Part-Time,Independent,3,178.332,"I feel children are over vaccinated and it's causing children to get Austin rate to go up. I am seeing a lot of vaccines for adults too, shingles, pneumonia, flu shot etc. The body was meant to heal itself, so if you take care of the body it will help you out and keep you protected",6,0,7,0,6,0,6,0,6,0,3,0,5,0,5,0,4,0,6,0,7,0,10,6,7,3,3,2,5,4,5,5,5,4,5,4,4,3,2,3,1,1,1,80,70,90,70,6,5,7,4,4,4,2,2,2,0,Other,"[""it's causing children to get Austin rate to go up."", 'The body was meant to heal itself,', 'if you take care of the body it will help you out and keep you protected', 'children are over vaccinated']",0,0,3,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,0,1
528,33,1,1,2,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,2,65.605,"I feel that they make u sick most of the time
",4,0,6,0,6,0,3,0,3,0,4,0,5,0,6,0,4,0,4,0,6,0,8,6,9,3,2,4,4,3,4,3,3,3,5,3,2,3,2,2,1,2,3,77,45,96,49,4,4,6,3,3,4,3,3,4,0,Other,['they make u sick most of the time'],0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3
529,36,1,1,3,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Other,4,406.91,"I am not against vaccination, as I am vaccinated against some of the most known diseases today. Some of those are tuberculosis, small pox,  and measles. All of which I received when I was a child. The only vaccine I am against right now is the COVID vaccine. The reason being I do not believe that there was enough studies done before they released the vaccine. I am all for vaccines, but to me this one felt extremely rushed. I still to this day do not feel that anyone really knows the future effects of what the vaccine will do. I understand science has come a long way, but it takes time to see what the side effects will do. If the FDA is not approving vaccines, then two weeks later they made necessary changes and magically it is safe? I dont think so, yet it takes years to find cures for other things I am not sold on this vaccine. I realize that COVID is a virus, which means that you will never be able to control it as viruses are every changing like the flu. We will see what happens in the future I guess.",6,0,5,0,5,0,3,0,2,0,2,0,4,1,5,0,6,0,2,0,6,0,10,7,11,2,4,5,5,4,5,5,5,5,5,2,4,4,2,4,3,4,1,8,61,100,50,5,3,6,2,2,4,2,5,5,0,Other,"['COVID is a virus, which means that you will never be able to control it as viruses are every changing like the flu.', 'it takes years to find cures for other things', 'it takes time to see what the side effects will do.', 'I still to this day do not feel that anyone really knows the future effects of what the vaccine will do.', 'this one felt extremely rushed.', 'I do not believe that there was enough studies done before they released the vaccine.', 'If the FDA is not approving vaccines, then two weeks later they made necessary changes and magically it is safe? I dont think so,']",0,7,0,0,0,1,0,0,1,0,0,7,3,0,1,0,0,0,1,0,0,1,0,0,3
530,59,2,1,5,8,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,6,367.001,"I feel very positive about most vaccinations.  Vaccines have almost completed eliminated some terrible diseases like polio.  I think children should receive all the typical childhood vaccines.  

I don't think flu shots or covid vaccines should be mandatory for any age group.  That is a decision that should be made with your doctor.  I get a flu shot every year.  I've been doing that for most of my life.  It is my decision.  I have no underlying conditions, so flu is not too dangerous even if I get it, but I want to avoid it.  I don't get covid boosters.  I don't want to keep getting boosters because they seem to be more than once a year, and I don't feel they have been researched enough.",5,1,2,0,1,1,3,1,1,1,1,0,2,1,2,0,5,0,1,0,5,0,8,4,7,2,3,4,4,3,2,4,5,2,3,2,3,4,1,3,3,3,2,19,10,20,0,7,5,7,4,1,1,2,4,5,0,Republican,"['It is my decision.', ""I don't want to keep getting boosters because they seem to be more than once a year,"", ""I don't feel they have been researched enough."", ""I don't think flu shots or covid vaccines should be mandatory for any age group.  That is a decision that should be made with your doctor.""]",0,1,0,0,0,0,0,0,2,2,0,4,3,0,1,0,0,0,0,0,0,1,1,0,2
531,23,1,6,2,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Other,1,67.276,There are various studies that show vaccinations are actually creating negative side effects rather than fixing the problems they are meant to. Most recently the Covid vaccine caused a surge in strokes blood clots and other heart related issues.,7,1,5,0,7,1,4,0,5,1,4,1,6,1,4,1,7,0,4,0,7,1,11,6,11,3,3,4,5,3,5,5,5,3,5,5,5,2,3,1,3,2,2,10,10,100,69,7,7,7,3,3,3,3,4,3,0,Other,"['the Covid vaccine caused a surge in strokes blood clots and other heart related issues.', 'There are various studies that show vaccinations are actually creating negative side effects rather than fixing the problems they are meant to.']",0,1,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
532,60,2,1,5,5,Against (I feel negatively about the vaccines),Full-Time,Independent,4,472.339,"It depends on the vaccination as to wether I am for or against them.  That is why I chose neutral.  I believe the childhood vaccines for measles, mumps and rubella are necessary.  Polio and smallpox vaccines proved to be good.  There was a lot of time, research and trials run to find the vaccines that would work.

I don't believe the covid vaccine is a good vaccine.  There was not enough solid research done before releasing it.  Also, if it was good, why was it necessary to continue to get more doses and boosters all in a short period of time.  Over the last year it has been proven not to be that effective.

There have been other vaccines in history that were also not researched nor trials ran enough before releasing and there were too many fatalities from the vaccines and the disease.",5,1,7,0,6,1,4,0,4,0,3,0,4,1,5,1,4,0,5,0,6,1,9,6,7,3,3,3,4,3,3,4,4,4,5,5,3,4,2,2,1,1,1,20,20,50,30,4,4,5,3,3,3,3,4,3,0,Other,"['There was not enough solid research done before releasing it.', 'if it was good, why was it necessary to continue to get more doses and boosters all in a short period of time.', 'it has been proven not to be that effective.', 'There have been other vaccines in history that were also not researched nor trials ran enough before releasing', 'there were too many fatalities from the vaccines']",0,2,0,0,0,1,0,0,2,0,0,5,3,0,1,0,0,0,1,0,0,1,0,0,3
534,25,1,6,3,6,Against (I feel negatively about the vaccines),Part-Time,Independent,3,1073.424,"The view on vaccination is complicated, especially concerning recent vaccinations for Covid. While I don't have any issues regarding most other vaccinations and in fact, I do think that we need those vaccinations to prevent older diseases from making a comeback stronger and worse, this view does not include the Covid vaccinations. I felt that the push to release the Covid vaccination was way too fast, and the push for people to get vaccinated disregarded people's personal rights. One of the issues with the Covid vaccine was that there was no proper testing on humans, no proper testing for the long terms effect on humans and that they were too many cut corners mad in regards to the vaccine as shown by the numerous side effects people experience after taking said vaccine. Another issue regarding the vaccines was that they were made by pharmaceutical companies, companies that in the past released medicines that have killed numerous people knowingly because they knew that the companies would still make a large profit regardless of the lawsuits they would get after said deaths. Lastly, the biggest issue that I had with the Covid vaccine is the push we experience to take the vaccine coming from big media companies like news companies and from the white house itself. Both of these large entities pushed people to get the vaccine, releasing news and information that would be contradicted and proven false months after they would release them, not to mention how both organizations would attempt to de-platform and silence anyone that would speak out against the Covid vaccine. To summarize this large post, I would say that while I am only against the Covid vaccine at the moment, I would be hesitant to trust any new vaccinations in regards to any new diseases would come into contact with if the government and the pharmaceutical companies attempt to handle;e the situation like they did with Covid.",6,1,6,1,3,0,5,0,2,1,3,0,3,1,2,1,5,0,4,0,7,1,9,7,8,3,3,2,2,2,2,5,4,4,4,1,2,4,1,3,3,4,2,45,60,75,35,7,5,6,4,4,2,3,4,5,0,Other,"['the Covid vaccine is the push we experience to take the vaccine coming from big media companies like news companies and from the white house itself. Both of these large entities pushed people to get the vaccine, releasing news and information that would be contradicted and proven false months after they would release them,', 'I would be hesitant to trust any new vaccinations in regards to any new diseases would come into contact with if the government and the pharmaceutical companies attempt to handle;e the situation like they did with Covid.', 'organizations would attempt to de-platform and silence anyone that would speak out against the Covid vaccine.', 'they were too many cut corners mad in regards to the vaccine as shown by the numerous side effects people experience after taking said vaccine.', 'they were made by pharmaceutical companies, companies that in the past released medicines that have killed numerous people knowingly because they knew that the companies would still make a large profit regardless of the lawsuits they would get after said deaths.', 'the push to release the Covid vaccination was way too fast,', ""the push for people to get vaccinated disregarded people's personal rights."", 'One of the issues with the Covid vaccine was that there was no proper testing on humans, no proper testing for the long terms effect on humans']",1,6,0,0,0,1,0,0,0,2,1,8,5,1,1,0,0,0,1,0,0,0,1,1,2
537,30,1,6,5,7,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,2,571.847,"I think back to when the vaccine was first being distributed. During the lockdowns I remember seeing an ad on TV saying if you got the jab, you could go back and 'PARTY LIKE IT'S 2018'. It showed a ton of people dancing in a club. Two weeks later, the WHO and CDC said there was a new variant, I think the omicron variant, and that we had to shut down the country again. I thought that was incredibly stupid and baffling, and at that point it made me had little faith in any science regarding the vaccination, and getting vaccinated myself. To this day, there are what, 20 booster shots now? and those people are still getting sick? Please. I'm still not vaccinated and don't have any plans to get vaccinated, maybe one day, but after all I've seen, it's incredibly unlikely.",5,1,5,1,4,0,5,1,1,0,2,0,5,1,4,0,4,1,4,0,7,1,11,11,11,1,1,1,3,3,1,4,4,1,2,2,1,3,2,3,3,1,2,5,50,20,10,2,2,6,4,4,4,1,2,3,0,Republican,"['there are what, 20 booster shots now? and those people are still getting sick?', ""During the lockdowns I remember seeing an ad on TV saying if you got the jab, you could go back and 'PARTY LIKE IT'S 2018'. It showed a ton of people dancing in a club. Two weeks later, the WHO and CDC said there was a new variant, I think the omicron variant, and that we had to shut down the country again. I thought that was incredibly stupid and baffling, and at that point it made me had little faith in any science regarding the vaccination,""]",0,2,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,3
538,27,1,1,1,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),NA,1,108.136,i personally think it wasn't tested long enough in the labs. people are having a lot of side effects and some are permanent side effects.,6,1,5,0,4,0,4,0,4,0,4,0,4,1,3,1,6,0,4,0,6,1,7,7,7,3,3,3,4,4,3,4,4,4,2,2,2,2,2,3,4,2,3,74,33,72,51,5,3,4,4,3,4,3,4,4,0,Other,"[""it wasn't tested long enough in the labs."", 'people are having a lot of side effects and some are permanent side effects.']",0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
539,39,1,1,4,7,Against (I feel negatively about the vaccines),Full-Time,Democrat,3,1342.759,"There is absolutely a designing trust when it comes to vaccines and much of it has been fueled by the pandemic/Covid-19. For example, People I know who have been vaccinated for covid-19 have all been sick with Covid-19 and people I know who have not been vaccinated for the most part have not been effected by Covid-19. Distrust in our government has got worse and when you hear about the government/congress trying to push for ""mandatory vaccination for covid-19"" it surely does not help the cause. I'm 39 years old and before doctors started pushing for kids to be vaccinated I never heard much about autism, Asperger's and other conditions and I feel certain vaccines cause these mental conditions. It does not help that the US government gave the Pharmaceutical companies basically immunity so if the Covid-19 ends up having bad side effects the patient has no course of action. They cant sue the pharma company or do anything at all. I believe there is a strong relationship between vaccine hesitation because the current political and social crisis's taking place. The larger population no longer trusts the government or people like Doctor Fauci so ultimately they feel they are being lied to. The more you research Dr. Fauci the more you realize how evil of a man he is. He was heavily pushing a drug (AZT) during the aids epidemic that was extremely toxic and was actually responsible for killing the patients due to how toxic the drug was. This is the same man telling us we all need to get vaccinated, Its like a sick joke.  At one point people were being rewarded with gift cards and similar items for taking the covid-19 vaccination, To me that is extremely shady.",6,1,7,0,6,1,7,1,4,0,4,0,6,1,4,0,7,1,6,1,7,1,10,6,11,2,2,3,3,4,2,5,5,4,4,3,2,1,1,2,4,2,3,20,90,95,10,6,6,5,4,5,4,1,3,2,0,Democrat,"['you hear about the government/congress trying to push for ""mandatory vaccination for covid-19""', 'At one point people were being rewarded with gift cards and similar items for taking the covid-19 vaccination, To me that is extremely shady.', 'The larger population no longer trusts the government or people like Doctor Fauci so ultimately they feel they are being lied to.', ""there is a strong relationship between vaccine hesitation because the current political and social crisis's taking place."", 'people I know who have not been vaccinated for the most part have not been effected by Covid-19.', 'the US government gave the Pharmaceutical companies basically immunity so if the Covid-19 ends up having bad side effects the patient has no course of action. They cant sue the pharma company or do anything at all.', 'People I know who have been vaccinated for covid-19 have all been sick with Covid-19', 'Distrust in our government has got worse', 'The more you research Dr. Fauci the more you realize how evil of a man he is. He was heavily pushing a drug (AZT) during the aids epidemic that was extremely toxic and was actually responsible for killing the patients due to how toxic the drug was. This is the same man telling us we all need to get vaccinated,', ""before doctors started pushing for kids to be vaccinated I never heard much about autism, Asperger's and other conditions and I feel certain vaccines cause these mental conditions.""]",1,4,1,0,0,0,1,0,2,1,1,10,7,1,1,1,0,0,0,1,0,1,1,1,1
540,36,1,1,3,9,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,2,945.923,"If you asked me this question before 2020 I would have been given a more positive answer. The whole Covid-19 Pandemic changed how I feel about vaccines and our goverment and it  has nothing to do with being a Democrat, a Repubican, or an Independent. From the begining I found it weird how quickly they were able to get a vaccine out. While one has to marvel at such an accomplishment we should also procceed with caution. When I started seeing people being fired and shamed for refusing the vaccine I knew something was up. Didnâ€™t matter if someone was at a company for decades if you refused the shot you were fired. Oh and who can forget when they were offering fast food for a shot! They were telling us to not visit our familes because of COVID but then they said BLM protests were okay regardless of COVID. The powers that be were never on the same page. I started to realized that no one was telling us to focus on eating healthy eating and exercise. While telling us to take a shot they were telling us being obese is BODY POSITIVITY. Once again no one was on the same page. I remember when my favorite local burger place finally opened I went to grab some food and stared in awe as i watched people lower and raise their masks to chew. It was then when I realized how stupid we are. Itâ€™s damn impressive how quickly they got the vaccine out but we still donâ€™t know the full side effects of the vaccine. I cannot recall another time when so many folks died suddenly. Obviously I am vaccined against other things but this is different. I do not need private comapnies, strangers, and the goverment telling me what to do with my body. It is now January 2023 and instead of pushing a healthier life style weâ€™re still scaring people into taking a pointless vaccine.",6,1,6,0,7,0,3,0,2,0,5,0,4,0,6,1,7,1,4,0,7,1,11,2,9,4,3,5,2,1,2,2,2,4,4,1,2,3,3,2,5,1,1,50,50,100,50,5,5,5,1,1,1,2,2,2,0,Republican,"['I cannot recall another time when so many folks died suddenly.', 'no one was telling us to focus on eating healthy eating and exercise. While telling us to take a shot they were telling us being obese is BODY POSITIVITY.', ""instead of pushing a healthier life style we're still scaring people into taking a pointless vaccine."", 'The powers that be were never on the same page.', ""we still don't know the full side effects of the vaccine."", 'They were telling us to not visit our familes because of COVID but then they said BLM protests were okay regardless of COVID.', 'I found it weird how quickly they were able to get a vaccine out.', 'When I started seeing people being fired and shamed for refusing the vaccine I knew something was up.', 'they were offering fast food for a shot!', 'I do not need private comapnies, strangers, and the goverment telling me what to do with my body.']",0,5,1,0,0,2,1,0,0,2,0,10,5,0,1,1,0,0,1,1,0,0,1,0,1
541,30,1,6,2,7,Against (I feel negatively about the vaccines),Part-Time,NA,4,138.728,"Certain vaccinations I donâ€™t think work. The covid vaccine I think is a load of shit, no way they came out what a vaccine that quick for something like Covid when it took years for a vaccine for the flu. Somethingâ€™s wrong here and I donâ€™t buy it. On the other hand vaccines like the flu shot make you sick but thatâ€™s more of an insurance policy.",7,0,7,0,6,0,2,0,1,0,1,0,3,0,2,0,1,0,2,0,7,0,10,8,7,2,5,5,4,4,1,5,5,5,1,1,1,4,1,4,1,1,1,72,9,100,10,5,5,6,5,5,1,2,2,5,0,Other,"[""Certain vaccinations I don't think work."", 'no way they came out what a vaccine that quick for something like Covid when it took years for a vaccine for the flu.', ""Something's wrong here and I don't buy it."", 'vaccines like the flu shot make you sick']",0,3,0,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,1,0,0,0,0,0,3
542,39,1,1,4,8,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,1,193.481,"Vaccination in general is a largely experimental industry. Until we can learn to develop them with targeted results and zero side effects, we can't have enough data over long enough timelines to see how they affect our genetic material and chemical changes within our bodies over time. To put it simply, humans are a complex set of ever changing ingredients. You change the recipe, you change the results.",4,1,6,0,5,0,6,1,4,1,5,0,6,0,4,1,4,0,4,0,4,0,11,4,4,4,3,4,4,3,4,5,5,4,5,1,2,4,2,3,2,1,2,35,17,92,59,6,3,4,4,5,4,3,4,4,0,Republican,"[""Until we can learn to develop them with targeted results and zero side effects, we can't have enough data over long enough timelines to see how they affect our genetic material and chemical changes within our bodies over time."", 'Vaccination in general is a largely experimental industry.', 'humans are a complex set of ever changing ingredients. You change the recipe, you change the results.']",0,1,2,0,0,0,0,0,1,0,0,3,3,0,1,1,0,0,0,0,0,1,0,0,3
543,35,1,6,2,5,Against (I feel negatively about the vaccines),Full-Time,Democrat,4,205.221,"The reason as to why I feel neutral with vaccination is because Vaccines have been around a while and have revolutionized the healthcare system by saving the lives of many children including myself. By getting babies and children vaccinated we extend their life. However with the good theres always the bad, take the new Covid vaccines, I feel as if there hasnt been enough time to make sure they are safe for our family. There has been times where people have gotten sick off the vaccine.",4,1,3,1,3,1,2,1,2,1,2,1,3,1,2,1,3,1,4,1,3,1,8,7,8,3,4,4,4,4,5,4,4,2,4,1,3,3,3,4,5,4,5,86,91,95,94,5,5,6,3,4,2,2,4,4,0,Democrat,"['there hasnt been enough time to make sure they are safe for our family.', 'people have gotten sick off the vaccine.']",0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
544,30,1,1,3,8,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,5,562.189,"My response of 'slightly positive about vaccinations' was mainly informed by how broad the scope of the question is, in the context of post pandemic living with Covid-19. Before recent years i would have answered totally positive. I think that the concept of immunization is great and we've accomplished great things in the field. Eradicated illnesses pose a priviledge i dont thing many of us maintain enough daily awareness of. 

However, the speed with which pharma companies were pressed to develop the recent Covid vaccine, coupled with the polarizing politcized nature of the discourse had me VERY reserved the entire time. I still have not received any covid vaccine. Nearly every aspect of covid happened way too fast with too many charged emotions and opinions.",6,1,3,0,5,1,5,1,1,1,3,1,3,1,3,1,6,0,2,0,5,1,9,5,11,4,2,5,5,3,2,2,4,1,5,2,4,4,1,2,1,1,1,35,20,56,28,6,2,5,4,4,1,1,4,5,0,Other,"['the speed with which pharma companies were pressed to develop the recent Covid vaccine,', 'the polarizing politcized nature of the discourse', 'Nearly every aspect of covid happened way too fast']",0,2,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,3
548,18,1,1,2,8,Against (I feel negatively about the vaccines),Unemployed (and job seeking),NA,2,165.143,I feel negative about vaccinations because I believe our body has the strongest immunization naturally that has the ability to adapt to overcome disease. Some vaccines may be helpful however I believe most people will be just fine without them if they keep up a healthy lifestyle.,7,1,7,1,7,1,7,1,6,1,7,0,6,1,6,1,7,1,4,0,7,1,11,11,11,3,3,4,3,3,4,5,5,5,5,1,3,4,2,4,3,4,3,5,5,70,50,7,7,7,4,4,3,2,3,3,0,Other,"['most people will be just fine without them if they keep up a healthy lifestyle.', 'our body has the strongest immunization naturally that has the ability to adapt to overcome disease.']",0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1
549,60,2,1,5,9,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,5,374.942,"I think that vaccinations are a good thing for people to have.  Many vaccinations, like the ones for measles and mumps, have been proven to be effective with little to no long term side effects.  They are good to help prevent the spread of disease.  I am a little skeptical of the covid vaccine because of it's quick development.  There was no long term studies done to make sure there are no health issues in the future.  That concerns me,  along with the issues of heart problems, especially in young adults.",4,1,4,0,2,1,5,1,1,0,1,0,2,1,2,0,1,0,2,0,5,0,10,3,4,1,1,1,1,1,1,5,4,5,5,5,1,3,1,3,3,3,2,25,25,20,5,1,1,1,4,4,4,1,2,2,0,Republican,"['the issues of heart problems, especially in young adults.', ""I am a little skeptical of the covid vaccine because of it's quick development."", 'There was no long term studies done to make sure there are no health issues in the future.']",0,2,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,3
